sentence,word,label
Yeh song bass drop is crazy heavy sound quality,sound,ENG
Yeh song bass drop is crazy heavy sound quality,quality,ENG
Bhai location live share kar do finding destination hard,Bhai,URD
Bhai location live share kar do finding destination hard,location,ENG
Bhai location live share kar do finding destination hard,live,ENG
Bhai location live share kar do finding destination hard,share,ENG
Bhai location live share kar do finding destination hard,kar,URD
Bhai location live share kar do finding destination hard,do,URD
Bhai location live share kar do finding destination hard,finding,ENG
Bhai location live share kar do finding destination hard,destination,ENG
Bhai location live share kar do finding destination hard,hard,ENG
Mera battery saver on hai screen brightness low karo,Mera,URD
Mera battery saver on hai screen brightness low karo,battery,ENG
Mera battery saver on hai screen brightness low karo,saver,ENG
Mera battery saver on hai screen brightness low karo,on,ENG
Mera battery saver on hai screen brightness low karo,hai,URD
Mera battery saver on hai screen brightness low karo,screen,ENG
Mera battery saver on hai screen brightness low karo,brightness,ENG
Mera battery saver on hai screen brightness low karo,low,ENG
Mera battery saver on hai screen brightness low karo,karo,URD
Aaj hum new strategy discuss karein ge team alignment crucial,Aaj,URD
Aaj hum new strategy discuss karein ge team alignment crucial,hum,URD
Aaj hum new strategy discuss karein ge team alignment crucial,new,ENG
Aaj hum new strategy discuss karein ge team alignment crucial,strategy,ENG
Aaj hum new strategy discuss karein ge team alignment crucial,discuss,ENG
Aaj hum new strategy discuss karein ge team alignment crucial,karein,URD
Aaj hum new strategy discuss karein ge team alignment crucial,ge,URD
Aaj hum new strategy discuss karein ge team alignment crucial,team,ENG
Aaj hum new strategy discuss karein ge team alignment crucial,alignment,ENG
Aaj hum new strategy discuss karein ge team alignment crucial,crucial,ENG
Is mobile ka processor is very fast zero lag experienced,Is,URD
Is mobile ka processor is very fast zero lag experienced,mobile,ENG
Is mobile ka processor is very fast zero lag experienced,ka,URD
Is mobile ka processor is very fast zero lag experienced,processor,ENG
Is mobile ka processor is very fast zero lag experienced,is,ENG
Is mobile ka processor is very fast zero lag experienced,very,ENG
Is mobile ka processor is very fast zero lag experienced,fast,ENG
Is mobile ka processor is very fast zero lag experienced,zero,ENG
Is mobile ka processor is very fast zero lag experienced,lag,ENG
Is mobile ka processor is very fast zero lag experienced,experienced,ENG
Kal mera interview scheduled hai preparing answer notes,Kal,URD
Kal mera interview scheduled hai preparing answer notes,mera,URD
Kal mera interview scheduled hai preparing answer notes,interview,ENG
Kal mera interview scheduled hai preparing answer notes,scheduled,ENG
Kal mera interview scheduled hai preparing answer notes,hai,URD
Kal mera interview scheduled hai preparing answer notes,preparing,ENG
Kal mera interview scheduled hai preparing answer notes,answer,ENG
Kal mera interview scheduled hai preparing answer notes,notes,ENG
Bhai wifi speed slow aarahey hai restart router now,Bhai,URD
Bhai wifi speed slow aarahey hai restart router now,wifi,ENG
Bhai wifi speed slow aarahey hai restart router now,speed,ENG
Bhai wifi speed slow aarahey hai restart router now,slow,ENG
Bhai wifi speed slow aarahey hai restart router now,aarahey,URD
Bhai wifi speed slow aarahey hai restart router now,hai,URD
Bhai wifi speed slow aarahey hai restart router now,restart,ENG
Bhai wifi speed slow aarahey hai restart router now,router,ENG
Bhai wifi speed slow aarahey hai restart router now,now,ENG
Yeh online course is super practical skills gained easily,Yeh,URD
Yeh online course is super practical skills gained easily,online,ENG
Yeh online course is super practical skills gained easily,course,ENG
Yeh online course is super practical skills gained easily,is,ENG
Yeh online course is super practical skills gained easily,super,ENG
Yeh online course is super practical skills gained easily,practical,ENG
Yeh online course is super practical skills gained easily,skills,ENG
Yeh online course is super practical skills gained easily,gained,ENG
Yeh online course is super practical skills gained easily,easily,ENG
Main shaam ko walk par jaata hoon keeping healthy routine,Main,URD
Main shaam ko walk par jaata hoon keeping healthy routine,shaam,URD
Main shaam ko walk par jaata hoon keeping healthy routine,ko,URD
Main shaam ko walk par jaata hoon keeping healthy routine,walk,ENG
Main shaam ko walk par jaata hoon keeping healthy routine,par,URD
Main shaam ko walk par jaata hoon keeping healthy routine,jaata,URD
Main shaam ko walk par jaata hoon keeping healthy routine,hoon,URD
Main shaam ko walk par jaata hoon keeping healthy routine,keeping,ENG
Main shaam ko walk par jaata hoon keeping healthy routine,healthy,ENG
Main shaam ko walk par jaata hoon keeping healthy routine,routine,ENG
Unka product design is modern customer loved interface,Unka,URD
Unka product design is modern customer loved interface,product,ENG
Unka product design is modern customer loved interface,design,ENG
Unka product design is modern customer loved interface,is,ENG
Unka product design is modern customer loved interface,modern,ENG
Unka product design is modern customer loved interface,customer,ENG
Unka product design is modern customer loved interface,loved,ENG
Unka product design is modern customer loved interface,interface,ENG
Bhai seat reserve kar lo hall is getting crowded,Bhai,URD
Bhai seat reserve kar lo hall is getting crowded,seat,ENG
Bhai seat reserve kar lo hall is getting crowded,reserve,ENG
Bhai seat reserve kar lo hall is getting crowded,kar,URD
Bhai seat reserve kar lo hall is getting crowded,lo,URD
Bhai seat reserve kar lo hall is getting crowded,hall,ENG
Bhai seat reserve kar lo hall is getting crowded,is,ENG
Bhai seat reserve kar lo hall is getting crowded,getting,ENG
Bhai seat reserve kar lo hall is getting crowded,crowded,ENG
Is phone ki battery drain quick ho rahi optimization required,Is,URD
Is phone ki battery drain quick ho rahi optimization required,phone,ENG
Is phone ki battery drain quick ho rahi optimization required,ki,URD
Is phone ki battery drain quick ho rahi optimization required,battery,ENG
Is phone ki battery drain quick ho rahi optimization required,drain,ENG
Is phone ki battery drain quick ho rahi optimization required,quick,ENG
Is phone ki battery drain quick ho rahi optimization required,ho,URD
Is phone ki battery drain quick ho rahi optimization required,rahi,URD
Is phone ki battery drain quick ho rahi optimization required,optimization,ENG
Is phone ki battery drain quick ho rahi optimization required,required,ENG
Aaj raat hum BBQ party karein ge inviting all friends,Aaj,URD
Aaj raat hum BBQ party karein ge inviting all friends,raat,URD
Aaj raat hum BBQ party karein ge inviting all friends,hum,URD
Aaj raat hum BBQ party karein ge inviting all friends,BBQ,ENG
Aaj raat hum BBQ party karein ge inviting all friends,party,ENG
Aaj raat hum BBQ party karein ge inviting all friends,karein,URD
Aaj raat hum BBQ party karein ge inviting all friends,ge,URD
Aaj raat hum BBQ party karein ge inviting all friends,inviting,ENG
Aaj raat hum BBQ party karein ge inviting all friends,all,ENG
Aaj raat hum BBQ party karein ge inviting all friends,friends,ENG
Mera laptop charger damage ho gaya buy new adapter,Mera,URD
Mera laptop charger damage ho gaya buy new adapter,laptop,ENG
Mera laptop charger damage ho gaya buy new adapter,charger,ENG
Mera laptop charger damage ho gaya buy new adapter,damage,ENG
Mera laptop charger damage ho gaya buy new adapter,ho,URD
Mera laptop charger damage ho gaya buy new adapter,gaya,URD
Mera laptop charger damage ho gaya buy new adapter,buy,ENG
Mera laptop charger damage ho gaya buy new adapter,new,ENG
Mera laptop charger damage ho gaya buy new adapter,adapter,ENG
Yeh movie climax was shocking totally unexpected plot twist,Yeh,URD
Yeh movie climax was shocking totally unexpected plot twist,movie,ENG
Yeh movie climax was shocking totally unexpected plot twist,climax,ENG
Yeh movie climax was shocking totally unexpected plot twist,was,ENG
Yeh movie climax was shocking totally unexpected plot twist,shocking,ENG
Yeh movie climax was shocking totally unexpected plot twist,totally,ENG
Yeh movie climax was shocking totally unexpected plot twist,unexpected,ENG
Yeh movie climax was shocking totally unexpected plot twist,plot,ENG
Yeh movie climax was shocking totally unexpected plot twist,twist,ENG
Aap ne notification clear kar di check inbox again,Aap,URD
Aap ne notification clear kar di check inbox again,ne,URD
Aap ne notification clear kar di check inbox again,notification,ENG
Aap ne notification clear kar di check inbox again,clear,ENG
Aap ne notification clear kar di check inbox again,kar,URD
Aap ne notification clear kar di check inbox again,di,URD
Aap ne notification clear kar di check inbox again,check,ENG
Aap ne notification clear kar di check inbox again,inbox,ENG
Aap ne notification clear kar di check inbox again,again,ENG
Bhai dark mode enable karo screen is too bright,Bhai,URD
Bhai dark mode enable karo screen is too bright,dark,ENG
Bhai dark mode enable karo screen is too bright,mode,ENG
Bhai dark mode enable karo screen is too bright,enable,ENG
Bhai dark mode enable karo screen is too bright,karo,URD
Bhai dark mode enable karo screen is too bright,screen,ENG
Bhai dark mode enable karo screen is too bright,is,ENG
Bhai dark mode enable karo screen is too bright,too,ENG
Bhai dark mode enable karo screen is too bright,bright,ENG
Is game mein graphic glitch hai need software patch,Is,URD
Is game mein graphic glitch hai need software patch,game,ENG
Is game mein graphic glitch hai need software patch,mein,URD
Is game mein graphic glitch hai need software patch,graphic,ENG
Is game mein graphic glitch hai need software patch,glitch,ENG
Is game mein graphic glitch hai need software patch,hai,URD
Is game mein graphic glitch hai need software patch,need,ENG
Is game mein graphic glitch hai need software patch,software,ENG
Is game mein graphic glitch hai need software patch,patch,ENG
Main ne flight tickets book kar leen trip confirmed,Main,URD
Main ne flight tickets book kar leen trip confirmed,ne,URD
Main ne flight tickets book kar leen trip confirmed,flight,ENG
Main ne flight tickets book kar leen trip confirmed,tickets,ENG
Main ne flight tickets book kar leen trip confirmed,book,ENG
Main ne flight tickets book kar leen trip confirmed,kar,URD
Main ne flight tickets book kar leen trip confirmed,leen,URD
Main ne flight tickets book kar leen trip confirmed,trip,ENG
Main ne flight tickets book kar leen trip confirmed,confirmed,ENG
Yeh pizza topping is delicious extra cheese added,Yeh,URD
Yeh pizza topping is delicious extra cheese added,pizza,ENG
Yeh pizza topping is delicious extra cheese added,topping,ENG
Yeh pizza topping is delicious extra cheese added,is,ENG
Yeh pizza topping is delicious extra cheese added,delicious,ENG
Yeh pizza topping is delicious extra cheese added,extra,ENG
Yeh pizza topping is delicious extra cheese added,cheese,ENG
Yeh pizza topping is delicious extra cheese added,added,ENG
Bhai audio volume high karo cannot hear sound,Bhai,URD
Bhai audio volume high karo cannot hear sound,audio,ENG
Bhai audio volume high karo cannot hear sound,volume,ENG
Bhai audio volume high karo cannot hear sound,high,ENG
Bhai audio volume high karo cannot hear sound,karo,URD
Bhai audio volume high karo cannot hear sound,cannot,ENG
Bhai audio volume high karo cannot hear sound,hear,ENG
Bhai audio volume high karo cannot hear sound,sound,ENG
Mera server down ho gaya website not responding,Mera,URD
Mera server down ho gaya website not responding,server,ENG
Mera server down ho gaya website not responding,down,ENG
Mera server down ho gaya website not responding,ho,URD
Mera server down ho gaya website not responding,gaya,URD
Mera server down ho gaya website not responding,website,ENG
Mera server down ho gaya website not responding,not,ENG
Mera server down ho gaya website not responding,responding,ENG
Aaj main ne goal complete kar liya feeling victorious,Aaj,URD
Aaj main ne goal complete kar liya feeling victorious,main,URD
Aaj main ne goal complete kar liya feeling victorious,ne,URD
Aaj main ne goal complete kar liya feeling victorious,goal,ENG
Aaj main ne goal complete kar liya feeling victorious,complete,ENG
Aaj main ne goal complete kar liya feeling victorious,kar,URD
Aaj main ne goal complete kar liya feeling victorious,liya,URD
Aaj main ne goal complete kar liya feeling victorious,feeling,ENG
Aaj main ne goal complete kar liya feeling victorious,victorious,ENG
Is camera ka portrait mode is aesthetic background blurry,Is,URD
Is camera ka portrait mode is aesthetic background blurry,camera,ENG
Is camera ka portrait mode is aesthetic background blurry,ka,URD
Is camera ka portrait mode is aesthetic background blurry,portrait,ENG
Is camera ka portrait mode is aesthetic background blurry,mode,ENG
Is camera ka portrait mode is aesthetic background blurry,is,ENG
Is camera ka portrait mode is aesthetic background blurry,aesthetic,ENG
Is camera ka portrait mode is aesthetic background blurry,background,ENG
Is camera ka portrait mode is aesthetic background blurry,blurry,ENG
Kal mera final exam hai study mode activated,Kal,URD
Kal mera final exam hai study mode activated,mera,URD
Kal mera final exam hai study mode activated,final,ENG
Kal mera final exam hai study mode activated,exam,ENG
Kal mera final exam hai study mode activated,hai,URD
Kal mera final exam hai study mode activated,study,ENG
Kal mera final exam hai study mode activated,mode,ENG
Kal mera final exam hai study mode activated,activated,ENG
Bhai file zip karke mail kar do easy download,Bhai,URD
Bhai file zip karke mail kar do easy download,file,ENG
Bhai file zip karke mail kar do easy download,zip,ENG
Bhai file zip karke mail kar do easy download,karke,URD
Bhai file zip karke mail kar do easy download,mail,ENG
Bhai file zip karke mail kar do easy download,kar,URD
Bhai file zip karke mail kar do easy download,do,URD
Bhai file zip karke mail kar do easy download,easy,ENG
Bhai file zip karke mail kar do easy download,download,ENG
Yeh shoes quality is premium very comfortable walk,Yeh,URD
Yeh shoes quality is premium very comfortable walk,shoes,ENG
Yeh shoes quality is premium very comfortable walk,quality,ENG
Yeh shoes quality is premium very comfortable walk,is,ENG
Yeh shoes quality is premium very comfortable walk,premium,ENG
Yeh shoes quality is premium very comfortable walk,very,ENG
Yeh shoes quality is premium very comfortable walk,comfortable,ENG
Yeh shoes quality is premium very comfortable walk,walk,ENG
Main ne feedback form fill kar diya submitted successfully,Main,URD
Main ne feedback form fill kar diya submitted successfully,ne,URD
Main ne feedback form fill kar diya submitted successfully,feedback,ENG
Main ne feedback form fill kar diya submitted successfully,form,ENG
Main ne feedback form fill kar diya submitted successfully,fill,ENG
Main ne feedback form fill kar diya submitted successfully,kar,URD
Main ne feedback form fill kar diya submitted successfully,diya,URD
Main ne feedback form fill kar diya submitted successfully,submitted,ENG
Main ne feedback form fill kar diya submitted successfully,successfully,ENG
Unka marketing campaign went viral high conversion rate,Unka,URD
Unka marketing campaign went viral high conversion rate,marketing,ENG
Unka marketing campaign went viral high conversion rate,campaign,ENG
Unka marketing campaign went viral high conversion rate,went,ENG
Unka marketing campaign went viral high conversion rate,viral,ENG
Unka marketing campaign went viral high conversion rate,high,ENG
Unka marketing campaign went viral high conversion rate,conversion,ENG
Unka marketing campaign went viral high conversion rate,rate,ENG
Bhai app permissions allow karo camera access required,Bhai,URD
Bhai app permissions allow karo camera access required,app,ENG
Bhai app permissions allow karo camera access required,permissions,ENG
Bhai app permissions allow karo camera access required,allow,ENG
Bhai app permissions allow karo camera access required,karo,URD
Bhai app permissions allow karo camera access required,camera,ENG
Bhai app permissions allow karo camera access required,access,ENG
Bhai app permissions allow karo camera access required,required,ENG
Mera storage memory full ho gayi clean junk files,Mera,URD
Mera storage memory full ho gayi clean junk files,storage,ENG
Mera storage memory full ho gayi clean junk files,memory,ENG
Mera storage memory full ho gayi clean junk files,full,ENG
Mera storage memory full ho gayi clean junk files,ho,URD
Mera storage memory full ho gayi clean junk files,gayi,URD
Mera storage memory full ho gayi clean junk files,clean,ENG
Mera storage memory full ho gayi clean junk files,junk,ENG
Mera storage memory full ho gayi clean junk files,files,ENG
Aaj weather condition is stormy stay indoor guys,Aaj,URD
Aaj weather condition is stormy stay indoor guys,weather,ENG
Aaj weather condition is stormy stay indoor guys,condition,ENG
Aaj weather condition is stormy stay indoor guys,is,ENG
Aaj weather condition is stormy stay indoor guys,stormy,ENG
Aaj weather condition is stormy stay indoor guys,stay,ENG
Aaj weather condition is stormy stay indoor guys,indoor,ENG
Aaj weather condition is stormy stay indoor guys,guys,ENG
Is laptop touchpad is super smooth gestures work fast,Is,URD
Is laptop touchpad is super smooth gestures work fast,laptop,ENG
Is laptop touchpad is super smooth gestures work fast,touchpad,ENG
Is laptop touchpad is super smooth gestures work fast,is,ENG
Is laptop touchpad is super smooth gestures work fast,super,ENG
Is laptop touchpad is super smooth gestures work fast,smooth,ENG
Is laptop touchpad is super smooth gestures work fast,gestures,ENG
Is laptop touchpad is super smooth gestures work fast,work,ENG
Is laptop touchpad is super smooth gestures work fast,fast,ENG
Kal mera flight timing is early morning alarm set,Kal,URD
Kal mera flight timing is early morning alarm set,mera,URD
Kal mera flight timing is early morning alarm set,flight,ENG
Kal mera flight timing is early morning alarm set,timing,ENG
Kal mera flight timing is early morning alarm set,is,ENG
Kal mera flight timing is early morning alarm set,early,ENG
Kal mera flight timing is early morning alarm set,morning,ENG
Kal mera flight timing is early morning alarm set,alarm,ENG
Kal mera flight timing is early morning alarm set,set,ENG
Bhai social media detox zaroori hai taking offline break,Bhai,URD
Bhai social media detox zaroori hai taking offline break,social,ENG
Bhai social media detox zaroori hai taking offline break,media,ENG
Bhai social media detox zaroori hai taking offline break,detox,ENG
Bhai social media detox zaroori hai taking offline break,zaroori,URD
Bhai social media detox zaroori hai taking offline break,hai,URD
Bhai social media detox zaroori hai taking offline break,taking,ENG
Bhai social media detox zaroori hai taking offline break,offline,ENG
Bhai social media detox zaroori hai taking offline break,break,ENG
Yeh software license is active status green color,Yeh,URD
Yeh software license is active status green color,software,ENG
Yeh software license is active status green color,license,ENG
Yeh software license is active status green color,is,ENG
Yeh software license is active status green color,active,ENG
Yeh software license is active status green color,status,ENG
Yeh software license is active status green color,green,ENG
Yeh software license is active status green color,color,ENG
